
:Description: 
:Desc_PDOS: Projected density of states for each orbital. Unit=states/eV
:Desc_FERMI_LEVEL: Fermi level energy. Unit=eV
:Desc_BROADENING: Gaussian broadening parameter for DOS calculation. Unit=eV
:Desc_GRID_POINTS: Number of energy grid points for PDOS calculation
:Desc_MIN_E: Minimum energy for PDOS calculation. Unit=eV
:Desc_MAX_E: Maximum energy for PDOS calculation. Unit=eV
:Desc_BAND_NUM: Number of bands included in the calculation
:Desc_KPT_NUM: Number of k-points used in the calculation
:Desc_ATOM_TYPE_NUM: Number of atom types in the system
:Desc_TOT_ORBITALS: Total number of atomic orbitals
:Desc_PROJ_ORBITALS: Total number of projected orbitals
:Desc_VOLUME: Lattice unit cell volume. Unit=Bohr^3
:Desc_CALCULATION_TIME: Total calculation time. Unit=seconds
:Desc_M_INDEX_SUMMED_OVER: Whether the m index is summed over 
:Desc_ORTHOGONALIZE_ATOMIC_ORBITALS: Whether the atomic orbitals are orthogonalized
:Desc_ATOM_INDEX_FOR_PDOS: The index of the atom for which the PDOS is calculated
:Desc_PDOS_INFO: The information of the PDOS
    :Desc_ATOM_TYPE: The type of the atom
    :Desc_ATOMIC_NUMBER: The atomic number of the atom
    :Desc_ATOM_INDEX: The index of the atom
    :Desc_ATOM_POSITION_CARTESIAN: The position of the atom in Cartesian coordinates
    :Desc_ATOM_POSITION_FRACTIONAL: The fractional position of the atom
    :Desc_PDOS_UNIT: The unit of the PDOS value
    :Desc_HEADER_FORMAT: The format of the header


:BASIC_INFO:
:FERMI_LEVEL: 4.562
:BROADENING: 0.272
:GRID_POINTS: 1000
:MIN_E: -8.355
:MAX_E: 16.728
:BAND_NUM: 12
:KPT_NUM: 4
:ATOM_TYPE_NUM: 1
:TOT_ORBITALS: 8
:PROJ_ORBITALS: 8
:VOLUME: 298.311
:CALCULATION_TIME: 0.540
:M_INDEX_SUMMED_OVER: False
:ORTHOGONALIZE_ATOMIC_ORBITALS: False
:ATOM_INDEX_FOR_PDOS: All



:PDOS_INFO:
    :ATOM_TYPE: Si
    :ATOMIC_NUMBER: 14
    :ATOM_INDEX: 0
    :ATOM_POSITION_CARTESIAN: [0. 0. 0.]
    :ATOM_POSITION_FRACTIONAL: [0. 0. 0.]
    :PDOS_UNIT: states/eV
    :HEADER_FORMAT: (nl,m)
	Energy(eV)   	(3s, m=0)    	(3p, m=-1)   	(3p, m=0)    	(3p, m=1)   
	12.7108732898 	0.0009865229 	0.0020589861 	0.0020590595 	0.0020583954
	12.7359820703 	0.0011224222 	0.0026227008 	0.0026228010 	0.0026218939
	12.7610908509 	0.0013343178 	0.0033740659 	0.0033742006 	0.0033729823
	12.7861996314 	0.0016303411 	0.0043394814 	0.0043396593 	0.0043380509
	12.8113084119 	0.0020173975 	0.0055423253 	0.0055425562 	0.0055404685
	12.8364171924 	0.0025003494 	0.0070002815 	0.0070005762 	0.0069979123
	12.8615259729 	0.0030810550 	0.0087223307 	0.0087227003 	0.0087193588
	12.8866347534 	0.0037573552 	0.0107056687 	0.0107061242 	0.0107020039
	12.9117435340 	0.0045221299 	0.0129329047 	0.0129334563 	0.0129284618
	12.9368523145 	0.0053625689 	0.0153699424 	0.0153705984 	0.0153646475
	12.9619610950 	0.0062598014 	0.0179649543 	0.0179657205 	0.0179587512
	12.9870698755 	0.0071890131 	0.0206488076 	0.0206496855 	0.0206416638
	13.0121786560 	0.0081201361 	0.0233371785 	0.0233381648 	0.0233290918
	13.0372874365 	0.0090191385 	0.0259344271 	0.0259355119 	0.0259254296
	13.0623962170 	0.0098498633 	0.0283390866 	0.0283402523 	0.0283292481
	13.0875049976 	0.0105762925 	0.0304506049 	0.0304518250 	0.0304400334
	13.1126137781 	0.0111650429 	0.0321767749 	0.0321780125 	0.0321656151
	13.1377225586 	0.0115878485 	0.0334411468 	0.0334423530 	0.0334295761
	13.1628313391 	0.0118237709 	0.0341896564 	0.0341907689 	0.0341778787
	13.1879401196 	0.0118608911 	0.0343957382 	0.0343966796 	0.0343839760
	13.2130489001 	0.0116972891 	0.0340633308 	0.0340640065 	0.0340518157
	13.2381576806 	0.0113411961 	0.0332273937 	0.0332276901 	0.0332163578
	13.2632664612 	0.0108102998 	0.0319518295 	0.0319516123 	0.0319414957
	13.2883752417 	0.0101302831 	0.0303249796 	0.0303240925 	0.0303155540
	13.3134840222 	0.0093327631 	0.0284531236 	0.0284513878 	0.0284447889
	13.3385928027 	0.0084528594 	0.0264526044 	0.0264498191 	0.0264455146
	13.3637015832 	0.0075266507 	0.0244413155 	0.0244372612 	0.0244355937
	13.3888103637 	0.0065887738 	0.0225303141 	0.0225247572 	0.0225260501
	13.4139191443 	0.0056703803 	0.0208162602 	0.0208089604 	0.0208135103
	13.4390279248 	0.0047976062 	0.0193752605 	0.0193659819 	0.0193740482
	13.4641367053 	0.0039906344 	0.0182585307 	0.0182470541 	0.0182588470
	13.4892454858 	0.0032633552 	0.0174901027 	0.0174762413 	0.0174919074
	13.5143542663 	0.0026235665 	0.0170666312 	0.0170502463 	0.0170698537
	13.5394630468 	0.0020736023 	0.0169591877 	0.0169402050 	0.0169637283
	13.5645718273 	0.0016112577 	0.0171168034 	0.0170952274 	0.0171225350
	13.5896806079 	0.0012308679 	0.0174714140 	0.0174473387 	0.0174781843
	13.6147893884 	0.0009244126 	0.0179437851 	0.0179174004 	0.0179514197
	13.6398981689 	0.0006825426 	0.0184499471 	0.0184215388 	0.0184582544
	13.6650069494 	0.0004954564 	0.0189076488 	0.0188775920 	0.0189164251
	13.6901157299 	0.0003535871 	0.0192423440 	0.0192110901 	0.0192513809
	13.7152245104 	0.0002480889 	0.0193922720 	0.0193603293 	0.0194013636
	13.7403332910 	0.0001711378 	0.0193122666 	0.0192801761 	0.0193212177
	13.7654420715 	0.0001160708 	0.0189760403 	0.0189443494 	0.0189846736
	13.7905508520 	0.0000774028 	0.0183768296 	0.0183460641 	0.0183849926
	13.8156596325 	0.0000507548 	0.0175264357 	0.0174970745 	0.0175340055
	13.8407684130 	0.0000327296 	0.0164528471 	0.0164253006 	0.0164597338
	13.8658771935 	0.0000207620 	0.0151967574 	0.0151713505 	0.0152029048
	13.8909859740 	0.0000129644 	0.0138073805 	0.0137843435 	0.0138127653
	13.9160947546 	0.0000079832 	0.0123380102 	0.0123174749 	0.0123426385
	13.9412035351 	0.0000048721 	0.0108417549 	0.0108237592 	0.0108456585
	13.9663123156 	0.0000029889 	0.0093678230 	0.0093523193 	0.0093710532
	13.9914210961 	0.0000019139 	0.0079586289 	0.0079454979 	0.0079612512
	14.0165298766 	0.0000013890 	0.0066478765 	0.0066369429 	0.0066499644
	14.0416386571 	0.0000012767 	0.0054596477 	0.0054506977 	0.0054612781
	14.0667474377 	0.0000015338 	0.0044084184 	0.0044012159 	0.0044096665
	14.0918562182 	0.0000021992 	0.0034998364 	0.0034941381 	0.0035007728
	14.1169649987 	0.0000033943 	0.0027320492 	0.0027276172 	0.0027327373
	14.1420737792 	0.0000053321 	0.0020973506 	0.0020939618 	0.0020978456
	14.1671825597 	0.0000083365 	0.0015839310 	0.0015813837 	0.0015842789
	14.1922913402 	0.0000128684 	0.0011775510 	0.0011756689 	0.0011777891
	14.2174001207 	0.0000195576 	0.0008630087 	0.0008616420 	0.0008631659
	14.2425089013 	0.0000292375 	0.0006253213 	0.0006243467 	0.0006254188
	14.2676176818 	0.0000429791 	0.0004505927 	0.0004499116 	0.0004506444
	14.2927264623 	0.0000621178 	0.0003265750 	0.0003261112 	0.0003265877
	14.3178352428 	0.0000882673 	0.0002429608 	0.0002426578 	0.0002429332
	14.3429440233 	0.0001233122 	0.0001914563 	0.0001912760 	0.0001913772
	14.3680528038 	0.0001693699 	0.0001656939 	0.0001656153 	0.0001655380
	14.3931615843 	0.0002287159 	0.0001610357 	0.0001610556 	0.0001607571
	14.4182703649 	0.0003036657 	0.0001743177 	0.0001744532 	0.0001738380
	14.4433791454 	0.0003964130 	0.0002035720 	0.0002038668 	0.0002027637
	14.4684879259 	0.0005088289 	0.0002477617 	0.0002482960 	0.0002464224
	14.4935967064 	0.0006422354 	0.0003065534 	0.0003074594 	0.0003043677
	14.5187054869 	0.0007971732 	0.0003801501 	0.0003816348 	0.0003766374
	14.5438142674 	0.0009731941 	0.0004692075 	0.0004715842 	0.0004636481
	14.5689230480 	0.0011687130 	0.0005748499 	0.0005785814 	0.0005661872
	14.5940318285 	0.0013809565 	0.0006988040 	0.0007045579 	0.0006855166
	14.6191406090 	0.0016060457 	0.0008436586 	0.0008523779 	0.0008235982
	14.6442493895 	0.0018392407 	0.0010132513 	0.0010262391 	0.0009834444
	14.6693581700 	0.0020753605 	0.0012131665 	0.0012321850 	0.0011695796
	14.6944669505 	0.0023093749 	0.0014513107 	0.0014786902 	0.0013885847
	14.7195757310 	0.0025371389 	0.0017385089 	0.0017772607 	0.0016496712
	14.7446845116 	0.0027562189 	0.0020890421 	0.0021429657 	0.0019652148
	14.7697932921 	0.0029667337 	0.0025210258 	0.0025947967 	0.0023511531
	14.7949020726 	0.0031721163 	0.0030565159 	0.0031557372 	0.0028271418
	14.8200108531 	0.0033796930 	0.0037212240 	0.0038524221 	0.0034163588
	14.8451196336 	0.0036009715 	0.0045437376 	0.0047142827 	0.0041448524
	14.8702284141 	0.0038515450 	0.0055541695 	0.0057721014 	0.0050403605
	14.8953371947 	0.0041505377 	0.0067822065 	0.0070559535 	0.0061305641
	14.9204459752 	0.0045195568 	0.0082545970 	0.0085925807 	0.0074408053
	14.9455547557 	0.0049811576 	0.0099921866 	0.0104023208 	0.0089913627
	14.9706635362 	0.0055568851 	0.0120067000 	0.0124958011 	0.0107944616
	14.9957723167 	0.0062650096 	0.0142975364 	0.0148706824 	0.0128512631
	15.0208810972 	0.0071181303 	0.0168489096 	0.0175087944 	0.0151491371
	15.0459898777 	0.0081208656 	0.0196276894 	0.0203740346 	0.0176595552
	15.0710986583 	0.0092678785 	0.0225822968 	0.0234113839 	0.0203369351
	15.0962074388 	0.0105424926 	0.0256429459 	0.0265473348 	0.0231187227
	15.1213162193 	0.0119161274 	0.0287234307 	0.0296919174 	0.0259269069
	15.1464249998 	0.0133487318 	0.0317245117 	0.0327423605 	0.0286710341
	15.1715337803 	0.0147902999 	0.0345387927 	0.0355882538 	0.0312526343
	15.1966425608 	0.0161834514 	0.0370568010 	0.0381178932 	0.0335708019
	15.2217513414 	0.0174669274 	0.0391738236 	0.0402253344 	0.0355285228
	15.2468601219 	0.0185797385 	0.0407969292 	0.0418175554 	0.0370392176
	15.2719689024 	0.0194655985 	0.0418515388 	0.0428210722 	0.0380329030
	15.2970776829 	0.0200772194 	0.0422869120 	0.0431873672 	0.0384613757
	15.3221864634 	0.0203800291 	0.0420799999 	0.0428965836 	0.0383018952
	15.3472952439 	0.0203549211 	0.0412372655 	0.0419591022 	0.0375589809
	15.3724040244 	0.0199997425 	0.0397942759 	0.0404148313 	0.0362641320
	15.3975128050 	0.0193293630 	0.0378131010 	0.0383302763 	0.0344734925
	15.4226215855 	0.0183743322 	0.0353777828 	0.0357936879 	0.0322637026
	15.4477303660 	0.0171782867 	0.0325883322 	0.0329087780 	0.0297263604
	15.4728391465 	0.0157944086 	0.0295538469 	0.0297876227 	0.0269616490
	15.4979479270 	0.0142813259 	0.0263854082 	0.0265434268 	0.0240717427
	15.5230567075 	0.0126988848 	0.0231893928 	0.0232837906 	0.0211545915
	15.5481654881 	0.0111042067 	0.0200617496 	0.0201050247 	0.0182985986
	15.5732742686 	0.0095483726 	0.0170836425 	0.0170878981 	0.0155785663
	15.5983830491 	0.0080739752 	0.0143186825 	0.0142950247 	0.0130531208
	15.6234918296 	0.0067136555 	0.0118117861 	0.0117699008 	0.0107636496
	15.6486006101 	0.0054896211 	0.0095895324 	0.0095374458 	0.0087346312
	15.6737093906 	0.0044140368 	0.0076617592 	0.0076057651 	0.0069751146
	15.6988181711 	0.0034901070 	0.0060240581 	0.0059687847 	0.0054810313
	15.7239269517 	0.0027136258 	0.0046607984 	0.0046093770 	0.0042379934
	15.7490357322 	0.0020747656 	0.0035483263 	0.0035026246 	0.0032242504
	15.7741445127 	0.0015598954 	0.0026580367 	0.0026189204 	0.0024135246
	15.7992532932 	0.0011532645 	0.0019590948 	0.0019266877 	0.0017775169
	15.8243620737 	0.0008384344 	0.0014206610 	0.0013945828 	0.0012879530
	15.8494708542 	0.0005993986 	0.0010135618 	0.0009931286 	0.0009181133
	15.8745796347 	0.0004213749 	0.0007114094 	0.0006957927 	0.0006438562
	15.8996884153 	0.0002912913 	0.0004912293 	0.0004795713 	0.0004441860
	15.9247971958 	0.0001980123 	0.0003336802 	0.0003251709 	0.0003014477
	15.9499059763 	0.0001323618 	0.0002229693 	0.0002168915 	0.0002012417
	15.9750147568 	0.0000870038 	0.0001465601 	0.0001423093 	0.0001321515
	16.0001235373 	0.0000562367 	0.0000947613 	0.0000918485 	0.0000853618
	16.0252323178 	0.0000357442 	0.0000602670 	0.0000583107 	0.0000542353
	16.0503410984 	0.0000223407 	0.0000377008 	0.0000364126 	0.0000338937
	16.0754498789 	0.0000137307 	0.0000231972 	0.0000223652 	0.0000208336
	16.1005586594 	0.0000082983 	0.0000140386 	0.0000135114 	0.0000125953
	16.1256674399 	0.0000049317 	0.0000083561 	0.0000080284 	0.0000074894
	16.1507762204 	0.0000028821 	0.0000048919 	0.0000046919 	0.0000043799
	16.1758850009 	0.0000016562 	0.0000028166 	0.0000026968 	0.0000025192
	16.2009937814 	0.0000009359 	0.0000015949 	0.0000015245 	0.0000014251
	16.2261025620 	0.0000005200 	0.0000008882 	0.0000008476 	0.0000007928
	16.2512113425 	0.0000002842 	0.0000004865 	0.0000004634 	0.0000004338
	16.2763201230 	0.0000001527 	0.0000002620 	0.0000002492 	0.0000002334
	16.3014289035 	0.0000000807 	0.0000001388 	0.0000001318 	0.0000001235
	16.3265376840 	0.0000000419 	0.0000000723 	0.0000000685 	0.0000000643
	16.3516464645 	0.0000000214 	0.0000000370 	0.0000000351 	0.0000000329
	16.3767552451 	0.0000000108 	0.0000000187 	0.0000000176 	0.0000000166
	16.4018640256 	0.0000000053 	0.0000000092 	0.0000000087 	0.0000000082
	16.4269728061 	0.0000000026 	0.0000000045 	0.0000000042 	0.0000000040
	16.4520815866 	0.0000000012 	0.0000000022 	0.0000000020 	0.0000000019
	16.4771903671 	0.0000000006 	0.0000000010 	0.0000000010 	0.0000000009
	16.5022991476 	0.0000000003 	0.0000000005 	0.0000000004 	0.0000000004
	16.5274079281 	0.0000000001 	0.0000000002 	0.0000000002 	0.0000000002
	16.5525167087 	0.0000000001 	0.0000000001 	0.0000000001 	0.0000000001
	16.5776254892 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.6027342697 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.6278430502 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.6529518307 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.6780606112 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.7031693918 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	16.7282781723 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000

:PDOS_INFO:
    :ATOM_TYPE: Si
    :ATOMIC_NUMBER: 14
    :ATOM_INDEX: 1
    :ATOM_POSITION_CARTESIAN: [2.65165043 2.65165043 2.65165043]
    :ATOM_POSITION_FRACTIONAL: [0.25 0.25 0.25]
    :PDOS_UNIT: states/eV
    :HEADER_FORMAT: (nl,m)
	Energy(eV)   	(3s, m=0)    	(3p, m=-1)   	(3p, m=0)    	(3p, m=1)   
	-8.3553935625 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	-8.3302847820 	0.0000000000 	0.0000000000 	0.0000000000 	0.0000000000
	-8.3051760014 	0.0000000001 	0.0000000000 	0.0000000000 	0.0000000000
	-8.2800672209 	0.0000000002 	0.0000000001 	0.0000000001 	0.0000000001
	-8.2549584404 	0.0000000004 	0.0000000001 	0.0000000001 	0.0000000001
	-8.2298496599 	0.0000000010 	0.0000000003 	0.0000000003 	0.0000000003
	-8.2047408794 	0.0000000022 	0.0000000007 	0.0000000007 	0.0000000007
	-8.1796320989 	0.0000000050 	0.0000000015 	0.0000000015 	0.0000000015
	-8.1545233183 	0.0000000112 	0.0000000033 	0.0000000033 	0.0000000033
	-8.1294145378 	0.0000000243 	0.0000000072 	0.0000000072 	0.0000000072
	-8.1043057573 	0.0000000520 	0.0000000153 	0.0000000153 	0.0000000153
	-8.0791969768 	0.0000001095 	0.0000000322 	0.0000000322 	0.0000000322
	-8.0540881963 	0.0000002265 	0.0000000666 	0.0000000666 	0.0000000666
	-8.0289794158 	0.0000004606 	0.0000001355 	0.0000001355 	0.0000001355
	-8.0038706353 	0.0000009210 	0.0000002709 	0.0000002709 	0.0000002709
	-7.9787618547 	0.0000018103 	0.0000005324 	0.0000005324 	0.0000005324
	-7.9536530742 	0.0000034984 	0.0000010289 	0.0000010289 	0.0000010289
	-7.9285442937 	0.0000066463 	0.0000019547 	0.0000019547 	0.0000019547
	-7.9034355132 	0.0000124135 	0.0000036509 	0.0000036509 	0.0000036509
	-7.8783267327 	0.0000227938 	0.0000067038 	0.0000067038 	0.0000067038
	-7.8532179522 	0.0000411474 	0.0000121016 	0.0000121016 	0.0000121016
	-7.8281091716 	0.0000730252 	0.0000214770 	0.0000214770 	0.0000214770
	-7.8030003911 	0.0001274112 	0.0000374721 	0.0000374721 	0.0000374721
	-7.7778916106 	0.0002185480 	0.0000642758 	0.0000642758 	0.0000642758
	-7.7527828301 	0.0003685451 	0.0001083906 	0.0001083906 	0.0001083906
	-7.7276740496 	0.0006109971 	0.0001796967 	0.0001796967 	0.0001796967
	-7.7025652691 	0.0009958459 	0.0002928822 	0.0002928822 	0.0002928822
	-7.6774564886 	0.0015956944 	0.0004693001 	0.0004693001 	0.0004693001
	-7.6523477080 	0.0025136909 	0.0007392865 	0.0007392865 	0.0007392865
	-7.6272389275 	0.0038929479 	0.0011449315 	0.0011449315 	0.0011449315
	-7.6021301470 	0.0059272040 	0.0017432143 	0.0017432143 	0.0017432143
	-7.5770213665 	0.0088720857 	0.0026093157 	0.0026093157 	0.0026093158
	-7.5519125860 	0.0130558800 	0.0038397863 	0.0038397863 	0.0038397863
	-7.5268038055 	0.0188882247 	0.0055551021 	0.0055551021 	0.0055551022
	-7.5016950249 	0.0268646200 	0.0079009917 	0.0079009917 	0.0079009918
	-7.4765862444 	0.0375642593 	0.0110477982 	0.0110477982 	0.0110477983
	-7.4514774639 	0.0516384890 	0.0151870852 	0.0151870852 	0.0151870854
	-7.4263686834 	0.0697873634 	0.0205247414 	0.0205247414 	0.0205247417
	-7.4012599029 	0.0927223915 	0.0272700244 	0.0272700244 	0.0272700248
	-7.3761511224 	0.1211147470 	0.0356203292 	0.0356203292 	0.0356203297
	-7.3510423419 	0.1555299372 	0.0457419736 	0.0457419736 	0.0457419743
	-7.3259335613 	0.1963520933 	0.0577479322 	0.0577479322 	0.0577479330
	-7.3008247808 	0.2437034307 	0.0716741490 	0.0716741490 	0.0716741500
	-7.2757160003 	0.2973666899 	0.0874567271 	0.0874567271 	0.0874567284
	-7.2506072198 	0.3567200851 	0.1049127969 	0.1049127969 	0.1049127984
	-7.2254984393 	0.4206950244 	0.1237280812 	0.1237280812 	0.1237280830
	-7.2003896588 	0.4877662611 	0.1434539989 	0.1434539989 	0.1434540010
	-7.1752808783 	0.5559819679 	0.1635165097 	0.1635165097 	0.1635165122
	-7.1501720977 	0.6230375534 	0.1832378244 	0.1832378244 	0.1832378271
	-7.1250633172 	0.6863921547 	0.2018706648 	0.2018706648 	0.2018706677
	-7.0999545367 	0.7434212416 	0.2186431462 	0.2186431462 	0.2186431495
	-7.0748457562 	0.7915934453 	0.2328107831 	0.2328107831 	0.2328107865
	-7.0497369757 	0.8286554315 	0.2437108607 	0.2437108607 	0.2437108643
	-7.0246281952 	0.8528061855 	0.2508136936 	0.2508136936 	0.2508136973
	-6.9995194146 	0.8628419874 	0.2537652629 	0.2537652629 	0.2537652667
	-6.9744106341 	0.8582558410 	0.2524164590 	0.2524164590 	0.2524164627
	-6.9493018536 	0.8392799217 	0.2468355656 	0.2468355656 	0.2468355693
	-6.9241930731 	0.8068660972 	0.2373025308 	0.2373025308 	0.2373025343
	-6.8990842926 	0.7626067946 	0.2242856937 	0.2242856937 	0.2242856970
	-6.8739755121 	0.7086053737 	0.2084036609 	0.2084036609 	0.2084036640
	-6.8488667316 	0.6473106928 	0.1903766513 	0.1903766513 	0.1903766541
	-6.8237579510 	0.5813339534 	0.1709726296 	0.1709726296 	0.1709726321
	-6.7986491705 	0.5132667908 	0.1509538062 	0.1509538061 	0.1509538084
	-6.7735403900 	0.4455179541 	0.1310286036 	0.1310286036 	0.1310286056
	-6.7484316095 	0.3801822389 	0.1118131097 	0.1118131097 	0.1118131114
	-6.7233228290 	0.3189502933 	0.0938045508 	0.0938045508 	0.0938045522
	-6.6982140485 	0.2630623868 	0.0773676950 	0.0773676950 	0.0773676962
	-6.6731052679 	0.2133040370 	0.0627335663 	0.0627335663 	0.0627335672
	-6.6479964874 	0.1700372068 	0.0500086193 	0.0500086193 	0.0500086201
	-6.6228877069 	0.1332580390 	0.0391917197 	0.0391917197 	0.0391917203
	-6.5977789264 	0.1026709173 	0.0301959254 	0.0301959254 	0.0301959259
	-6.5726701459 	0.0777689142 	0.0228721472 	0.0228721472 	0.0228721475
	-6.5475613654 	0.0579120845 	0.0170321745 	0.0170321745 	0.0170321748
	-6.5224525849 	0.0423971760 	0.0124691782 	0.0124691782 	0.0124691784
	-6.4973438043 	0.0305147095 	0.0089744974 	0.0089744974 	0.0089744976
	-6.4722350238 	0.0215916656 	0.0063501946 	0.0063501946 	0.0063501947
	-6.4471262433 	0.0150199230 	0.0044174187 	0.0044174187 	0.0044174188
	-6.4220174628 	0.0102719790 	0.0030210290 	0.0030210290 	0.0030210290
	-6.3969086823 	0.0069063098 	0.0020311711 	0.0020311711 	0.0020311711
	-6.3717999018 	0.0045650512 	0.0013425952 	0.0013425952 	0.0013425952
	-6.3466911212 	0.0029666069 	0.0008724811 	0.0008724811 	0.0008724812
	-6.3215823407 	0.0018954498 	0.0005574389 	0.0005574389 	0.0005574389
	-6.2964735602 	0.0011909092 	0.0003502090 	0.0003502090 	0.0003502090
	-6.2713647797 	0.0007362214 	0.0002164404 	0.0002164404 	0.0002164404
	-6.2462559992 	0.0004486593 	0.0001317826 	0.0001317826 	0.0001317826
	-6.2211472187 	0.0002711688 	0.0000794191 	0.0000794191 	0.0000794191
	-6.1960384382 	0.0001656690 	0.0000480834 	0.0000480834 	0.0000480834
	-6.1709296576 	0.0001079947 	0.0000305495 	0.0000305495 	0.0000305495
	-6.1458208771 	0.0000843796 	0.0000225608 	0.0000225608 	0.0000225608
	-6.1207120966 	0.0000893700 	0.0000221578 	0.0000221578 	0.0000221578
	-6.0956033161 	0.0001251076 	0.0000293738 	0.0000293738 	0.0000293739
	-6.0704945356 	0.0002020064 	0.0000462904 	0.0000462904 	0.0000462905
	-6.0453857551 	0.0003409638 	0.0000774726 	0.0000774726 	0.0000774727
	-6.0202769745 	0.0005773667 	0.0001308331 	0.0001308332 	0.0001308333
	-5.9951681940 	0.0009672723 	0.0002190040 	0.0002190040 	0.0002190042
	-5.9700594135 	0.0015962272 	0.0003613158 	0.0003613159 	0.0003613162
	-5.9449506330 	0.0025912133 	0.0005864913 	0.0005864914 	0.0005864918
	-5.9198418525 	0.0041361363 	0.0009361446 	0.0009361448 	0.0009361454
	-5.8947330720 	0.0064910516 	0.0014691293 	0.0014691295 	0.0014691305
	-5.8696242915 	0.0100149126 	0.0022666850 	0.0022666853 	0.0022666868
	-5.8445155109 	0.0151909893 	0.0034381893 	0.0034381898 	0.0034381919
	-5.8194067304 	0.0226532334 	0.0051271243 	0.0051271249 	0.0051271279
	-5.7942979499 	0.0332107832 	0.0075166225 	0.0075166234 	0.0075166276
	-5.7691891694 	0.0478666096 	0.0108336871 	0.0108336883 	0.0108336941
	-5.7440803889 	0.0678251566 	0.0153509207 	0.0153509223 	0.0153509301
	-5.7189716084 	0.0944829656 	0.0213844037 	0.0213844058 	0.0213844161
	-5.6938628279 	0.1293959842 	0.0292862949 	0.0292862977 	0.0292863110
	-5.6687540473 	0.1742178497 	0.0394308635 	0.0394308669 	0.0394308838
	-5.6436452668 	0.2306051854 	0.0521930545 	0.0521930586 	0.0521930795
	-5.6185364863 	0.3000889863 	0.0679193791 	0.0679193841 	0.0679194095
	-5.5934277058 	0.3839154704 	0.0868918952 	0.0868919009 	0.0868919311
	-5.5683189253 	0.4828650119 	0.1092872254 	0.1092872319 	0.1092872669
	-5.5432101448 	0.5970633745 	0.1351338343 	0.1351338413 	0.1351338810
	-5.5181013642 	0.7258045609 	0.1642719329 	0.1642719403 	0.1642719841
	-5.4929925837 	0.8674081996 	0.1963212015 	0.1963212091 	0.1963212561
	-5.4678838032 	1.0191354815 	0.2306617634 	0.2306617708 	0.2306618198
	-5.4427750227 	1.1771854596 	0.2664333472 	0.2664333539 	0.2664334034
	-5.4176662422 	1.3367876503 	0.3025562456 	0.3025562512 	0.3025562992
	-5.3925574617 	1.4923975549 	0.3377755675 	0.3377755715 	0.3377756159
	-5.3674486812 	1.6379898316 	0.3707275924 	0.3707275942 	0.3707276330
	-5.3423399006 	1.7674308956 	0.4000241008 	0.4000241000 	0.4000241312
	-5.3172311201 	1.8749006165 	0.4243478176 	0.4243478139 	0.4243478355
	-5.2921223396 	1.9553235448 	0.4425500119 	0.4425500050 	0.4425500157
	-5.2670135591 	2.0047654827 	0.4537402532 	0.4537402430 	0.4537402417
	-5.2419047786 	2.0207523431 	0.4573585789 	0.4573585655 	0.4573585519
	-5.2167959981 	2.0024753298 	0.4532219332 	0.4532219169 	0.4532218912
	-5.1916872175 	1.9508587511 	0.4415395153 	0.4415394964 	0.4415394595
	-5.1665784370 	1.8684825502 	0.4228952456 	0.4228952247 	0.4228951779
	-5.1414696565 	1.7593685931 	0.3981993962 	0.3981993738 	0.3981993190
	-5.1163608760 	1.6286553571 	0.3686149629 	0.3686149396 	0.3686148790
	-5.0912520955 	1.4821976411 	0.3354670670 	0.3354670435 	0.3354669793
	-5.0661433150 	1.3261346167 	0.3001451925 	0.3001451695 	0.3001451040
	-5.0410345345 	1.1664702699 	0.2640082267 	0.2640082046 	0.2640081399
	-5.0159257539 	1.0087053059 	0.2283011488 	0.2283011281 	0.2283010660
	-4.9908169734 	0.8575501056 	0.1940900635 	0.1940900446 	0.1940899866
	-4.9657081929 	0.7167360891 	0.1622195065 	0.1622194896 	0.1622194368
	-4.9405994124 	0.5889299067 	0.1332930231 	0.1332930084 	0.1332929613
	-4.9154906319 	0.4757431171 	0.1076753591 	0.1076753464 	0.1076753055
	-4.8903818514 	0.3778209077 	0.0855125403 	0.0855125296 	0.0855124948
	-4.8652730708 	0.2949877822 	0.0667648466 	0.0667648378 	0.0667648089
	-4.8401642903 	0.2264261796 	0.0512472389 	0.0512472318 	0.0512472082
	-4.8150555098 	0.1708652780 	0.0386720911 	0.0386720855 	0.0386720666
	-4.7899467293 	0.1267609732 	0.0286899247 	0.0286899204 	0.0286899056
	-4.7648379488 	0.0924531857 	0.0209250127 	0.0209250094 	0.0209249981
	-4.7397291683 	0.0662922507 	0.0150039850 	0.0150039825 	0.0150039740
	-4.7146203878 	0.0467313381 	0.0105767461 	0.0105767443 	0.0105767380
	-4.6895116072 	0.0323860691 	0.0073299685 	0.0073299671 	0.0073299626
	-4.6644028267 	0.0220654519 	0.0049940939 	0.0049940929 	0.0049940897
	-4.6392940462 	0.0147799167 	0.0033451521 	0.0033451514 	0.0033451492
